label,text
4,we watched the beatles love cirque du soleil last night amaziiiing pure awesome 
4, lol bryna nice followfriday post love the contacts and thanks for the mention you rock 
0,hey its rafa s birthday today haha no birthday cakes from french open for him this time 
0,i m super depressed about my test score next time i have to do better
4,getting things in thee car to head back to my home town can wait to see thee texas things i miss everything 
4,haven t tweeted much today going to bed a lot earlier tonight really tired goodnite loves 
0, flight leaves in hours i m going to miss spain and joshy will text from t o take care this weekend mands talk soon xo
4,this is my first tweet yay for me 
4, ooh cool i think i saw a clip from it a while ago now i come to think also i am sneezing in a rather large way p
0, ya im alright i just miss my car thanks 
0, if you don t have a pic it doesn t count 
4,lesson learned study in advance and also find a better place to hide the cheat codes 
0, hey girl got the dvd yesterday watched it just a bit ago the kc one was awesome the tulsa one wont work 
0,i got moved to strayer today no more wyotech or virginia college 
4, thanks hun i appreciate it how was your day 
0,i tried to make a bubble tweet but it was too long 
4, and u be enjoying them 
0, and just when you return to normal you will need to return to the capitol 
4, haha thankyou very much 
4, nick do you have a personal twitter because have some twitters with your name i know that can be fake but is good ask 
4, aww girl jus come on down u can come in here and do your thing on it 
4, ofcourse we could 
4, hi caroline thanks for following thanks for the blog post about the spwc i just read it 
4, that makes me an acrophobic valley girl 
4, it means you need go on vacation 
4, i know right i am sick of all these reality shows but i cant stop watching them but the are so corny its funny 
0, i can t find those books except for on demonoid and i m not a member i only found them in audio but i can t listen to books 
4, hope u ll be boogeying tonite lol 
4, sorry was sleepy all day it was a bit cloudy and i feel me like i dont want awake all day but in generally i m ok u 
0,my foot cramped at the gym 
4,good morning going to wedding reception today i need a look to go with my dress any suggestions dress is lavender
4, really well i m at my cousin s house and idk where they live next time 
0,pretty sure im gonna wear my glasses for the rest of my life cause i just accidently checked out my brother for the nd time today haha 
4, how was knoxville sounds like you live an exciting work live like me keep traveling 
0,oh forgot to mention spilling water over competitors ceo isn t just highly embarrassing it doesn t lead to many brownie points either 
4,heyy finally on the computer i was at my granny s house and my sisters were on the computer the whole time whats up ppl xx nea
0,just broke two nails haha have to re do them now 
0, nooo your lame for not having anymore 
4, breaking out the champaign thanks for the clarification this is a big one for complex site usability 
4,sunny weather i shall be soaking it up will it last lol i m also thinking i haven t seen katie in a long time where have you been 
4, lol the magic gonna take it next game they lost tonight so they can win it at home 
0,my energy level has experienced a dramatic decrease in the last week or so i m so grateful i can work from home and nap if i need to 
0,man i really wished i could just keep up with the uploading pics on fb so i don t have to create like albums at once 
4, eurovision where exactly are you 
4,ashley need some sleep ttyl u guys 
4, i wove you 
0,penguins a win over red wings in game of the stanley cup finals 
4,my myspace is so pretty but facebook and twitter are better
4, am and frying a burger patty 
4,i think i ll take the kids to see up in d tomorrow everyone has said it s really good or dm me if you want to go fb
4, we are dancing right now to some old police tunes 
4, sunny and degrees too bad i have to work today what about you how are you 
0,revising and soooooo scared of the thunder 
4, omj i cant wait to see it guys i know that it will be awesome cos everything you do is awesome 
4, btw i was on here the whole day so my loved ones knew what i did before i died from the swine flu 
4, it was so much fun i have the most amazing friends and the movie was filled with laughs 
0,halfway through the workday its been a real soggy and rainy day 
4,bout to lay it down gotta get some rest playin in a kickball tournament morrow at battlefield park wish me luck i m a captain 
4, welcome to twitter x
0, yea let s get it done sean s been abandoning me anyways grrrr lol
4,getting ready for my last day at ayers 
4,man lekker party last night sooo tired though already having run around after james but i ll make it 
4, which song 
0,sitting on bed my shoulders a back sunburnt 
4, thanks soooo much 
0,feeling rather disheartened today 
0,i am w ing for exam from marh 
4,with my baby 
4, g morning i wanted to say last night i love the idea of haiku as therapy i m glad we share the same moon 
4,sitting with my best friend in school and having danish 
4, let us know next time you re in town and i ll get the kettle on another gorgeous day here have a nice day whereva ur x
0,another cloudy day 
0,getting ready to play for bayside s weekend services lincoln is out of town but it ll still be a great chance to serve and learn 
4,at daniel s hosue at a m on twitter lmfao 
0,rehaam you cant just leave me like that i can t live without my bff s 
0,washing machine broke new one isn t here yet off to the laundrymat 
0,queuing at car wash i m so sleepy and tired 
0, it should bas heya fein bas 
0, lol im staying in i have no life 
0,gained lbs maybe it s because of all that jelly belly and kitkat 
4, wattup bro hows it going i see ya twitter is kicking butt jv 
4,the sun is out and im getting a tan 
4, aha break them up in a trifle bowl add some extra caramel topping and waa laa cupcake trifle looks won t matter 
0,just fed the baby lambs got headbutted 
4, morning johnny and a gorgeous one here too have a great friday
